"ID","SCHOOL_YEAR","LEAID","District","STATE","REGION","Primary County FIPS","Primary County Name","Majority White schools","Majority Non-White schools","Equal Mix schools","NA schools","Total Schools","Percent majority White schools","Percent majority non-White schools","Percent equal mix schools","White students","Non-White students","TOTAL STUDENTS","Percent White students","Percent non-White students","DISTSIZE_DESC","Dissimilarity Index","DISNDX_DESC"
15291.00,"2023-2024","4600028","Alcester-Hudson School District 61-1","South Dakota","Midwest","46127","Union County",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,636.00,96.00,732.00,0.86,0.13,"500 - 999",7.86,"Less than 10"
15292.00,"2023-2024","4600029","SD SCH FOR THE BLIND & VISUALLY IMPAIRED","South Dakota","Midwest","46013","Brown County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,20.00,16.00,36.00,0.55,0.44,"Less than 500",2.50,"Less than 10"
15293.00,"2023-2024","4600036","Deuel School District 19-4","South Dakota","Midwest","46039","Deuel County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,1026.00,62.00,1088.00,0.94,0.05,"1,000 - 10,000",8.94,"Less than 10"
15294.00,"2023-2024","4600041","Britton-Hecla School District 45-4","South Dakota","Midwest","46091","Marshall County",6.00,0.00,0.00,0.00,6.00,1.00,0.00,0.00,876.00,84.00,960.00,0.91,0.08,"500 - 999",16.43,"10 - 25"
15295.00,"2023-2024","4600042","Agar-Blunt-Onida School District 58-3","South Dakota","Midwest","46119","Sully County",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,382.00,76.00,458.00,0.83,0.16,"Less than 500",5.45,"Less than 10"
15296.00,"2023-2024","4600045","Groton Area School District 06-6","South Dakota","Midwest","46013","Brown County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,1128.00,74.00,1202.00,0.93,0.06,"1,000 - 10,000",15.21,"10 - 25"
15297.00,"2023-2024","4600046","Hitchcock Tulare School District 56-6","South Dakota","Midwest","46115","Spink County",5.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,474.00,20.00,494.00,0.95,0.04,"Less than 500",18.56,"10 - 25"
15298.00,"2023-2024","4600052","Tea Area School District 41-5","South Dakota","Midwest","46083","Lincoln County",5.00,0.00,0.00,1.00,6.00,0.83,0.00,0.00,3908.00,908.00,4816.00,0.81,0.18,"1,000 - 10,000",17.22,"10 - 25"
15299.00,"2023-2024","4600053","Sisseton School District 54-2","South Dakota","Midwest","46109","Roberts County",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,438.00,1502.00,1940.00,0.22,0.77,"1,000 - 10,000",9.82,"Less than 10"
15300.00,"2023-2024","4601026","McCook Central School District 43-7","South Dakota","Midwest","46087","McCook County",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,854.00,90.00,944.00,0.90,0.09,"500 - 999",12.78,"10 - 25"
15301.00,"2023-2024","4601028","Selby Area School District 62-5","South Dakota","Midwest","46129","Walworth County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,332.00,34.00,366.00,0.90,0.09,"Less than 500",8.25,"Less than 10"
15302.00,"2023-2024","4602070","Aberdeen School District 06-1","South Dakota","Midwest","46013","Brown County",9.00,1.00,0.00,0.00,10.00,0.90,0.10,0.00,6082.00,2448.00,8530.00,0.71,0.28,"1,000 - 10,000",12.41,"10 - 25"
15303.00,"2023-2024","4602640","Hanson School District 30-1","South Dakota","Midwest","46061","Hanson County",6.00,0.00,0.00,0.00,6.00,1.00,0.00,0.00,718.00,60.00,778.00,0.92,0.07,"500 - 999",24.62,"10 - 25"
15304.00,"2023-2024","4603720","Arlington School District 38-1","South Dakota","Midwest","46077","Kingsbury County",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,540.00,62.00,602.00,0.89,0.10,"500 - 999",9.21,"Less than 10"
15305.00,"2023-2024","4603780","Armour School District 21-1","South Dakota","Midwest","46043","Douglas County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,392.00,56.00,448.00,0.87,0.12,"Less than 500",13.26,"10 - 25"
15306.00,"2023-2024","4603932","Sanborn Central School District 55-5","South Dakota","Midwest","46111","Sanborn County",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,404.00,26.00,430.00,0.93,0.06,"Less than 500",20.75,"10 - 25"
15307.00,"2023-2024","4604270","Avon School District 04-1","South Dakota","Midwest","46009","Bon Homme County",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,382.00,80.00,462.00,0.82,0.17,"Less than 500",13.45,"10 - 25"
15308.00,"2023-2024","4604680","Baltic School District 49-1","South Dakota","Midwest","46099","Minnehaha County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,1042.00,118.00,1160.00,0.89,0.10,"1,000 - 10,000",1.74,"Less than 10"
15309.00,"2023-2024","4605610","Belle Fourche School District 09-1","South Dakota","Midwest","46019","Butte County",5.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,2176.00,416.00,2592.00,0.83,0.16,"1,000 - 10,000",10.20,"10 - 25"
15310.00,"2023-2024","4606240","Bennett County School District 03-1","South Dakota","Midwest","46007","Bennett County",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,148.00,794.00,942.00,0.15,0.84,"500 - 999",1.78,"Less than 10"
15311.00,"2023-2024","4606360","Beresford School District 61-2","South Dakota","Midwest","46127","Union County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,1178.00,166.00,1344.00,0.87,0.12,"1,000 - 10,000",10.73,"10 - 25"
15312.00,"2023-2024","4606960","Big Stone City School District 25-1","South Dakota","Midwest","46051","Grant County",2.00,0.00,0.00,1.00,3.00,0.66,0.00,0.00,128.00,18.00,146.00,0.87,0.12,"Less than 500",25.00,"10 - 25"
15313.00,"2023-2024","4607050","Bison School District 52-1","South Dakota","Midwest","46105","Perkins County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,250.00,24.00,274.00,0.91,0.08,"Less than 500",7.13,"Less than 10"
15314.00,"2023-2024","4607400","Bon Homme School District 04-2","South Dakota","Midwest","46009","Bon Homme County",7.00,0.00,0.00,0.00,7.00,1.00,0.00,0.00,1080.00,80.00,1160.00,0.93,0.06,"1,000 - 10,000",12.77,"10 - 25"
15315.00,"2023-2024","4607670","South Central 26-5","South Dakota","Midwest","46053","Gregory County",1.00,0.00,0.00,1.00,2.00,0.50,0.00,0.00,66.00,50.00,116.00,0.56,0.43,"Less than 500",0.00,"Less than 10"
15316.00,"2023-2024","4607800","Bowdle School District 22-1","South Dakota","Midwest","46045","Edmunds County",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,194.00,24.00,218.00,0.88,0.11,"Less than 500",22.16,"10 - 25"
15317.00,"2023-2024","4607950","Brandon Valley School District 49-2","South Dakota","Midwest","46099","Minnehaha County",8.00,0.00,0.00,0.00,8.00,1.00,0.00,0.00,8350.00,1628.00,9978.00,0.83,0.16,"1,000 - 10,000",12.28,"10 - 25"
15318.00,"2023-2024","4608520","Brookings School District 05-1","South Dakota","Midwest","46011","Brookings County",6.00,0.00,0.00,0.00,6.00,1.00,0.00,0.00,5426.00,1466.00,6892.00,0.78,0.21,"1,000 - 10,000",6.52,"Less than 10"
15319.00,"2023-2024","4609300","Harding County School District 31-1","South Dakota","Midwest","46063","Harding County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,430.00,12.00,442.00,0.97,0.02,"Less than 500",26.97,"25.01 - 50"
15320.00,"2023-2024","4609512","Burke School District 26-2","South Dakota","Midwest","46053","Gregory County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,454.00,48.00,502.00,0.90,0.09,"500 - 999",15.47,"10 - 25"
15321.00,"2023-2024","4610320","Canistota School District 43-1","South Dakota","Midwest","46087","McCook County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,556.00,68.00,624.00,0.89,0.10,"500 - 999",5.88,"Less than 10"
15322.00,"2023-2024","4610560","Canton School District 41-1","South Dakota","Midwest","46083","Lincoln County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,1626.00,134.00,1760.00,0.92,0.07,"1,000 - 10,000",7.80,"Less than 10"
15323.00,"2023-2024","4611280","Castlewood School District 28-1","South Dakota","Midwest","46057","Hamlin County",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,630.00,46.00,676.00,0.93,0.06,"500 - 999",8.48,"Less than 10"
15324.00,"2023-2024","4611760","Centerville School District 60-1","South Dakota","Midwest","46125","Turner County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,534.00,26.00,560.00,0.95,0.04,"500 - 999",11.89,"10 - 25"
15325.00,"2023-2024","4612000","Chamberlain School District 07-1","South Dakota","Midwest","46015","Brule County",2.00,1.00,0.00,0.00,3.00,0.66,0.33,0.00,838.00,858.00,1696.00,0.49,0.50,"1,000 - 10,000",10.25,"10 - 25"
15326.00,"2023-2024","4612300","Chester Area School District 39-1","South Dakota","Midwest","46079","Lake County",7.00,0.00,0.00,0.00,7.00,1.00,0.00,0.00,1056.00,28.00,1084.00,0.97,0.02,"1,000 - 10,000",35.33,"25.01 - 50"
15327.00,"2023-2024","4612940","Clark School District 12-2","South Dakota","Midwest","46025","Clark County",6.00,0.00,0.00,0.00,6.00,1.00,0.00,0.00,854.00,138.00,992.00,0.86,0.13,"500 - 999",22.01,"10 - 25"
15328.00,"2023-2024","4614100","Colman-Egan School District 50-5","South Dakota","Midwest","46101","Moody County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,500.00,102.00,602.00,0.83,0.16,"500 - 999",3.03,"Less than 10"
15329.00,"2023-2024","4614130","Colome Consolidated 59-3","South Dakota","Midwest","46123","Tripp County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,234.00,78.00,312.00,0.75,0.25,"Less than 500",15.38,"10 - 25"
15330.00,"2023-2024","4616950","Custer School District 16-1","South Dakota","Midwest","46033","Custer County",6.00,0.00,0.00,0.00,6.00,1.00,0.00,0.00,1538.00,274.00,1812.00,0.84,0.15,"1,000 - 10,000",3.73,"Less than 10"
15331.00,"2023-2024","4617850","De Smet School District 38-2","South Dakota","Midwest","46077","Kingsbury County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,660.00,48.00,708.00,0.93,0.06,"500 - 999",5.22,"Less than 10"
15332.00,"2023-2024","4618120","Dell Rapids School District 49-3","South Dakota","Midwest","46099","Minnehaha County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,1808.00,138.00,1946.00,0.92,0.07,"1,000 - 10,000",6.46,"Less than 10"
15333.00,"2023-2024","4619170","Doland School District 56-2","South Dakota","Midwest","46115","Spink County",6.00,0.00,0.00,1.00,7.00,0.85,0.00,0.00,292.00,14.00,306.00,0.95,0.04,"Less than 500",39.72,"25.01 - 50"
15334.00,"2023-2024","4619410","Douglas School District 51-1","South Dakota","Midwest","46103","Pennington County",4.00,0.00,0.00,1.00,5.00,0.80,0.00,0.00,3646.00,1860.00,5506.00,0.66,0.33,"1,000 - 10,000",6.98,"Less than 10"
15335.00,"2023-2024","4619450","Dupree School District 64-2","South Dakota","Midwest","46137","Ziebach County",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,72.00,680.00,752.00,0.09,0.90,"500 - 999",13.43,"10 - 25"
15336.00,"2023-2024","4619580","Jones County School District 37-3","South Dakota","Midwest","46075","Jones County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,294.00,72.00,366.00,0.80,0.19,"Less than 500",9.07,"Less than 10"
15337.00,"2023-2024","4620100","Eagle Butte School District 20-1","South Dakota","Midwest","46137","Ziebach County",0.00,5.00,0.00,1.00,6.00,0.00,0.83,0.00,6.00,760.00,766.00,7.83289817232376e-03,0.99,"500 - 999",30.96,"25.01 - 50"
15338.00,"2023-2024","4620850","Edgemont School District 23-1","South Dakota","Midwest","46047","Fall River County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,220.00,42.00,262.00,0.83,0.16,"Less than 500",1.64,"Less than 10"
15339.00,"2023-2024","4621300","Elk Mountain School District 16-2","South Dakota","Midwest","46033","Custer County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,36.00,0.00,36.00,1.00,0.00,"Less than 500",,"NA"
15340.00,"2023-2024","4621340","Elk Point-Jefferson School District 61-7","South Dakota","Midwest","46127","Union County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,1248.00,132.00,1380.00,0.90,0.09,"1,000 - 10,000",8.12,"Less than 10"
15341.00,"2023-2024","4621390","Elkton School District 05-3","South Dakota","Midwest","46011","Brookings County",5.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,724.00,182.00,906.00,0.79,0.20,"500 - 999",10.49,"10 - 25"
15342.00,"2023-2024","4621400","Frederick Area School District 06-2","South Dakota","Midwest","46013","Brown County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,352.00,38.00,390.00,0.90,0.09,"Less than 500",8.34,"Less than 10"
15343.00,"2023-2024","4621420","Bridgewater-Emery 30-3","South Dakota","Midwest","46087","McCook County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,630.00,54.00,684.00,0.92,0.07,"500 - 999",18.30,"10 - 25"
15344.00,"2023-2024","4622410","Estelline School District 28-2","South Dakota","Midwest","46057","Hamlin County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,458.00,92.00,550.00,0.83,0.16,"500 - 999",18.92,"10 - 25"
15345.00,"2023-2024","4622500","Ethan School District 17-1","South Dakota","Midwest","46035","Davison County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,536.00,46.00,582.00,0.92,0.07,"500 - 999",11.32,"10 - 25"
15346.00,"2023-2024","4622560","Eureka School District 44-1","South Dakota","Midwest","46089","McPherson County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,304.00,38.00,342.00,0.88,0.11,"Less than 500",19.73,"10 - 25"
15347.00,"2023-2024","4622940","Faith School District 46-2","South Dakota","Midwest","46093","Meade County",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,306.00,66.00,372.00,0.82,0.17,"Less than 500",16.81,"10 - 25"
15348.00,"2023-2024","4624030","Faulkton Area Schools 24-4","South Dakota","Midwest","46049","Faulk County",7.00,0.00,0.00,0.00,7.00,1.00,0.00,0.00,764.00,22.00,786.00,0.97,0.02,"500 - 999",27.82,"25.01 - 50"
15349.00,"2023-2024","4624390","Flandreau School District 50-3","South Dakota","Midwest","46101","Moody County",1.00,3.00,0.00,0.00,4.00,0.25,0.75,0.00,610.00,786.00,1396.00,0.43,0.56,"1,000 - 10,000",10.81,"10 - 25"
15350.00,"2023-2024","4624540","Florence School District 14-1","South Dakota","Midwest","46029","Codington County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,638.00,26.00,664.00,0.96,0.03,"500 - 999",10.24,"10 - 25"
15351.00,"2023-2024","4624850","Stanley County School District 57-1","South Dakota","Midwest","46117","Stanley County",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,664.00,172.00,836.00,0.79,0.20,"500 - 999",5.30,"Less than 10"
15352.00,"2023-2024","4625500","Freeman School District 33-1","South Dakota","Midwest","46067","Hutchinson County",5.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,718.00,130.00,848.00,0.84,0.15,"500 - 999",25.12,"25.01 - 50"
15353.00,"2023-2024","4626370","Garretson School District 49-4","South Dakota","Midwest","46099","Minnehaha County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,852.00,110.00,962.00,0.88,0.11,"500 - 999",4.29,"Less than 10"
15354.00,"2023-2024","4626490","Gayville-Volin School District 63-1","South Dakota","Midwest","46135","Yankton County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,504.00,68.00,572.00,0.88,0.11,"500 - 999",2.94,"Less than 10"
15355.00,"2023-2024","4626970","Gettysburg School District 53-1","South Dakota","Midwest","46107","Potter County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,382.00,58.00,440.00,0.86,0.13,"Less than 500",18.36,"10 - 25"
15356.00,"2023-2024","4629880","Gregory School District 26-4","South Dakota","Midwest","46053","Gregory County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,708.00,154.00,862.00,0.82,0.17,"500 - 999",8.91,"Less than 10"
15357.00,"2023-2024","4630490","Haakon School District 27-1","South Dakota","Midwest","46055","Haakon County",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,584.00,60.00,644.00,0.90,0.09,"500 - 999",5.13,"Less than 10"
15358.00,"2023-2024","4630800","Hamlin School District 28-3","South Dakota","Midwest","46057","Hamlin County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,1644.00,118.00,1762.00,0.93,0.06,"1,000 - 10,000",16.84,"10 - 25"
15359.00,"2023-2024","4631350","Harrisburg School District 41-2","South Dakota","Midwest","46083","Lincoln County",11.00,0.00,0.00,0.00,11.00,1.00,0.00,0.00,10112.00,2084.00,12196.00,0.82,0.17,"10,001 - 50,000",12.98,"10 - 25"
15360.00,"2023-2024","4631710","West Central School District 49-7","South Dakota","Midwest","46099","Minnehaha County",5.00,1.00,0.00,0.00,6.00,0.83,0.16,0.00,2562.00,256.00,2818.00,0.90,0.09,"1,000 - 10,000",14.23,"10 - 25"
15361.00,"2023-2024","4632340","Henry School District 14-2","South Dakota","Midwest","46029","Codington County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,384.00,16.00,400.00,0.96,0.04,"Less than 500",3.64,"Less than 10"
15362.00,"2023-2024","4632430","Herreid School District 10-1","South Dakota","Midwest","46021","Campbell County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,250.00,44.00,294.00,0.85,0.14,"Less than 500",17.56,"10 - 25"
15363.00,"2023-2024","4633360","Hill City School District 51-2","South Dakota","Midwest","46103","Pennington County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,726.00,290.00,1016.00,0.71,0.28,"1,000 - 10,000",0.34,"Less than 10"
15364.00,"2023-2024","4634440","Edmunds Central School District 22-5","South Dakota","Midwest","46045","Edmunds County",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,246.00,46.00,292.00,0.84,0.15,"Less than 500",20.21,"10 - 25"
15365.00,"2023-2024","4634480","Hot Springs School District 23-2","South Dakota","Midwest","46047","Fall River County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,1074.00,404.00,1478.00,0.72,0.27,"1,000 - 10,000",4.81,"Less than 10"
15366.00,"2023-2024","4634600","Hoven School District 53-2","South Dakota","Midwest","46107","Potter County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,214.00,10.00,224.00,0.95,0.04,"Less than 500",23.17,"10 - 25"
15367.00,"2023-2024","4635480","Huron School District 02-2","South Dakota","Midwest","46005","Beadle County",3.00,6.00,0.00,1.00,10.00,0.30,0.60,0.00,2316.00,3566.00,5882.00,0.39,0.60,"1,000 - 10,000",10.46,"10 - 25"
15368.00,"2023-2024","4636060","Ipswich Public School District 22-6","South Dakota","Midwest","46045","Edmunds County",6.00,0.00,0.00,0.00,6.00,1.00,0.00,0.00,814.00,42.00,856.00,0.95,0.04,"500 - 999",32.24,"25.01 - 50"
15369.00,"2023-2024","4636150","Iroquois School District 02-3","South Dakota","Midwest","46077","Kingsbury County",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,380.00,64.00,444.00,0.85,0.14,"Less than 500",9.67,"Less than 10"
15370.00,"2023-2024","4636990","Dakota Valley School District 61-8","South Dakota","Midwest","46127","Union County",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,2076.00,696.00,2772.00,0.74,0.25,"1,000 - 10,000",10.30,"10 - 25"
15371.00,"2023-2024","4638220","Kimball School District 07-2","South Dakota","Midwest","46015","Brule County",5.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,670.00,56.00,726.00,0.92,0.07,"500 - 999",20.69,"10 - 25"
15372.00,"2023-2024","4639540","Andes Central School District 11-1","South Dakota","Midwest","46023","Charles Mix County",1.00,3.00,0.00,0.00,4.00,0.25,0.75,0.00,174.00,470.00,644.00,0.27,0.72,"500 - 999",30.70,"25.01 - 50"
15373.00,"2023-2024","4639600","Madison Central School District 39-2","South Dakota","Midwest","46079","Lake County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,1936.00,420.00,2356.00,0.82,0.17,"1,000 - 10,000",5.66,"Less than 10"
15374.00,"2023-2024","4639990","Lake Preston School District 38-3","South Dakota","Midwest","46077","Kingsbury County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,338.00,38.00,376.00,0.89,0.10,"Less than 500",9.74,"Less than 10"
15375.00,"2023-2024","4640860","Langford Area 45-5","South Dakota","Midwest","46091","Marshall County",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,450.00,44.00,494.00,0.91,0.08,"Less than 500",22.66,"10 - 25"
15376.00,"2023-2024","4641300","Lead-Deadwood School District 40-1","South Dakota","Midwest","46081","Lawrence County",3.00,1.00,0.00,0.00,4.00,0.75,0.25,0.00,1074.00,266.00,1340.00,0.80,0.19,"1,000 - 10,000",26.54,"25.01 - 50"
15377.00,"2023-2024","4641520","Lemmon School District 52-4","South Dakota","Midwest","46105","Perkins County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,526.00,58.00,584.00,0.90,0.09,"500 - 999",5.48,"Less than 10"
15378.00,"2023-2024","4641550","Lennox School District 41-4","South Dakota","Midwest","46083","Lincoln County",5.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,2224.00,224.00,2448.00,0.90,0.09,"1,000 - 10,000",11.81,"10 - 25"
15379.00,"2023-2024","4641640","Leola School District 44-2","South Dakota","Midwest","46089","McPherson County",7.00,0.00,0.00,0.00,7.00,1.00,0.00,0.00,400.00,20.00,420.00,0.95,0.04,"Less than 500",49.50,"25.01 - 50"
15380.00,"2023-2024","4644770","Lyman School District 42-1","South Dakota","Midwest","46085","Lyman County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,398.00,322.00,720.00,0.55,0.44,"500 - 999",8.29,"Less than 10"
15381.00,"2023-2024","4644940","Tri-Valley School District 49-6","South Dakota","Midwest","46099","Minnehaha County",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,1592.00,272.00,1864.00,0.85,0.14,"1,000 - 10,000",18.59,"10 - 25"
15382.00,"2023-2024","4645450","Marion School District 60-3","South Dakota","Midwest","46125","Turner County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,362.00,62.00,424.00,0.85,0.14,"Less than 500",11.72,"10 - 25"
15383.00,"2023-2024","4646260","McIntosh School District 15-1","South Dakota","Midwest","46031","Corson County",0.00,2.00,1.00,0.00,3.00,0.00,0.66,0.33,108.00,150.00,258.00,0.41,0.58,"Less than 500",11.92,"10 - 25"
15384.00,"2023-2024","4646380","McLaughlin School District 15-2","South Dakota","Midwest","46031","Corson County",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,6.00,848.00,854.00,7.02576112412178e-03,0.99,"500 - 999",51.41,"More than 50"
15385.00,"2023-2024","4647100","Menno School District 33-2","South Dakota","Midwest","46067","Hutchinson County",5.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,518.00,6.00,524.00,0.98,0.01,"500 - 999",41.31,"25.01 - 50"
15386.00,"2023-2024","4647942","Miller 29-4","South Dakota","Midwest","46059","Hand County",4.00,0.00,0.00,1.00,5.00,0.80,0.00,0.00,870.00,74.00,944.00,0.92,0.07,"500 - 999",12.66,"10 - 25"
15387.00,"2023-2024","4648390","Mitchell School District 17-2","South Dakota","Midwest","46035","Davison County",7.00,1.00,1.00,0.00,9.00,0.77,0.11,0.11,4210.00,1246.00,5456.00,0.77,0.22,"1,000 - 10,000",9.45,"Less than 10"
15388.00,"2023-2024","4648780","Montrose School District 43-2","South Dakota","Midwest","46087","McCook County",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,506.00,24.00,530.00,0.95,0.04,"500 - 999",29.21,"25.01 - 50"
15389.00,"2023-2024","4649650","Mount Vernon School District 17-3","South Dakota","Midwest","46035","Davison County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,496.00,36.00,532.00,0.93,0.06,"500 - 999",23.56,"10 - 25"
15390.00,"2023-2024","4650670","New Underwood School District 51-3","South Dakota","Midwest","46103","Pennington County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,460.00,88.00,548.00,0.83,0.16,"500 - 999",12.25,"10 - 25"
15391.00,"2023-2024","4650850","Newell School District 09-2","South Dakota","Midwest","46019","Butte County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,438.00,48.00,486.00,0.90,0.09,"Less than 500",16.09,"10 - 25"
15392.00,"2023-2024","4651750","Northwestern Area School District 56-7","South Dakota","Midwest","46115","Spink County",6.00,0.00,0.00,0.00,6.00,1.00,0.00,0.00,670.00,48.00,718.00,0.93,0.06,"500 - 999",25.79,"25.01 - 50"
15393.00,"2023-2024","4652770","Oelrichs School District 23-3","South Dakota","Midwest","46047","Fall River County",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,22.00,202.00,224.00,0.09,0.90,"Less than 500",16.92,"10 - 25"
15394.00,"2023-2024","4654270","Parker School District 60-4","South Dakota","Midwest","46125","Turner County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,848.00,90.00,938.00,0.90,0.09,"500 - 999",5.84,"Less than 10"
15395.00,"2023-2024","4654300","Parkston School District 33-3","South Dakota","Midwest","46067","Hutchinson County",6.00,0.00,0.00,1.00,7.00,0.85,0.00,0.00,1048.00,126.00,1174.00,0.89,0.10,"1,000 - 10,000",18.34,"10 - 25"
15396.00,"2023-2024","4655260","Pierre School District 32-2","South Dakota","Midwest","46065","Hughes County",5.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,3600.00,1776.00,5376.00,0.66,0.33,"1,000 - 10,000",8.22,"Less than 10"
15397.00,"2023-2024","4655710","Plankinton School District 01-1","South Dakota","Midwest","46003","Aurora County",6.00,1.00,0.00,0.00,7.00,0.85,0.14,0.00,400.00,208.00,608.00,0.65,0.34,"500 - 999",4.92,"Less than 10"
15398.00,"2023-2024","4659820","Rapid City Area School District 51-4","South Dakota","Midwest","46103","Pennington County",18.00,8.00,0.00,0.00,26.00,0.69,0.30,0.00,14752.00,10114.00,24866.00,0.59,0.40,"10,001 - 50,000",31.41,"25.01 - 50"
15399.00,"2023-2024","4660450","Redfield School District 56-4","South Dakota","Midwest","46115","Spink County",5.00,0.00,0.00,1.00,6.00,0.83,0.00,0.00,924.00,144.00,1068.00,0.86,0.13,"1,000 - 10,000",7.64,"Less than 10"
15400.00,"2023-2024","4663360","Rosholt School District 54-4","South Dakota","Midwest","46109","Roberts County",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,312.00,142.00,454.00,0.68,0.31,"Less than 500",13.88,"10 - 25"
15401.00,"2023-2024","4665180","Scotland School District 04-3","South Dakota","Midwest","46009","Bon Homme County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,502.00,44.00,546.00,0.91,0.08,"500 - 999",4.41,"Less than 10"
15402.00,"2023-2024","4665460","Oglala Lakota County 65-1","South Dakota","Midwest","46102","Oglala Lakota County",0.00,6.00,0.00,0.00,6.00,0.00,1.00,0.00,20.00,3686.00,3706.00,5.39665407447383e-03,0.99,"1,000 - 10,000",60.03,"More than 50"
15403.00,"2023-2024","4666270","Sioux Falls School District 49-5","South Dakota","Midwest","46099","Minnehaha County",28.00,15.00,1.00,0.00,44.00,0.63,0.34,0.02,28310.00,22144.00,50454.00,0.56,0.43,"50,001 - 100,000",29.83,"25.01 - 50"
